Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
%	SYM	0	29	22	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
.	PUNCT	0	29	23	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
A	DET	0	29	24	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
tecnologia	NOUN	0	29	25	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
,	PUNCT	0	29	26	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
inspirada	VERB	0	29	27	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
na	ADP	0	29	28	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
pele	NOUN	0	29	29	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
de	ADP	0	29	30	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
tubarão	NOUN	1	29	31	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
,	PUNCT	0	29	32	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
pode	VERB	0	29	33	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
reduzir	VERB	0	29	34	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
o	DET	0	29	35	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
consumo	NOUN	0	29	36	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
de	ADP	0	29	37	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
combustível	NOUN	0	29	38	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
de	ADP	0	29	39	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
aviões	NOUN	0	29	40	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
comerciais	ADJ	0	29	41	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
.	PUNCT	0	29	42	0	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
28	['NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'SCONJ', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'NUM', 'SYM', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']	[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	29	28	1	Pesquisadores do Instituto Tecnológico de Aeronáutica desenvolveram um novo tipo de revestimento para aeronaves capaz de reduzir o arrasto aerodinâmico em 15 % . A tecnologia , inspirada na pele de tubarão , pode reduzir o consumo de combustível de aviões comerciais .
A	DET	0	30	0	0	A Universidade Federal do Amazonas catalogou mais de 300 novas espécies de plantas medicinais da floresta amazônica , das quais 40 apresentam propriedades antifúngicas inéditas . O trabalho levou oito anos de expedições científicas e conta com participação de comunidades indígenas .
Universidade	PROPN	0	30	1	0	A Universidade Federal do Amazonas catalogou mais de 300 novas espécies de plantas medicinais da floresta amazônica , das quais 40 apresentam propriedades antifúngicas inéditas . O trabalho levou oito anos de expedições científicas e conta com participação de comunidades indígenas .
Federal	PROPN	0	30	2	0	A Universidade Federal do Amazonas catalogou mais de 300 novas espécies de plantas medicinais da floresta amazônica , das quais 40 apresentam propriedades antifúngicas inéditas . O trabalho levou oito anos de expedições científicas e conta com participação de comunidades indígenas .
do	ADP	0	30	3	0	A Universidade Federal do Amazonas catalogou mais de 300 novas espécies de plantas medicinais da floresta amazônica , das quais 40 apresentam propriedades antifúngicas inéditas . O trabalho levou oito anos de expedições científicas e conta com participação de comunidades indígenas .
Amazonas	PROPN	0	30	4	0	A Universidade Federal do Amazonas catalogou mais de 300 novas espécies de plantas medicinais da floresta amazônica , das quais 40 apresentam propriedades antifúngicas inéditas . O trabalho levou oito anos de expedições científicas e conta com participação de comunidades indígenas .
catalogou	VERB	1	30	5	0	A Universidade Federal do Amazonas catalogou mais de 300 novas espécies de plantas medicinais da floresta amazônica , das quais 40 apresentam propriedades antifúngicas inéditas . O trabalho levou oito anos de expedições científicas e conta com participação de comunidades indígenas .
mais	ADV	0	30	6	0	A Universidade Federal do Amazonas catalogou mais de 300 novas espécies de plantas medicinais da floresta amazônica , das quais 40 apresentam propriedades antifúngicas inéditas . O trabalho levou oito anos de expedições científicas e conta com participação de comunidades indígenas .
de	ADP	0	30	7	0	A Universidade Federal do Amazonas catalogou mais de 300 novas espécies de plantas medicinais da floresta amazônica , das quais 40 apresentam propriedades antifúngicas inéditas . O trabalho levou oito anos de expedições científicas e conta com participação de comunidades indígenas .
300	NUM	0	30	8	0	A Universidade Federal do Amazonas catalogou mais de 300 novas espécies de plantas medicinais da floresta amazônica , das quais 40 apresentam propriedades antifúngicas inéditas . O trabalho levou oito anos de expedições científicas e conta com participação de comunidades indígenas .
novas	ADJ	0	30	9	0	A Universidade Federal do Amazonas catalogou mais de 300 novas espécies de plantas medicinais da floresta amazônica , das quais 40 apresentam propriedades antifúngicas inéditas . O trabalho levou oito anos de expedições científicas e conta com participação de comunidades indígenas .
espécies	NOUN	0	30	10	0	A Universidade Federal do Amazonas catalogou mais de 300 novas espécies de plantas medicinais da floresta amazônica , das quais 40 apresentam propriedades antifúngicas inéditas . O trabalho levou oito anos de expedições científicas e conta com participação de comunidades indígenas .
de	ADP	0	30	11	0	A Universidade Federal do Amazonas catalogou mais de 300 novas espécies de plantas medicinais da floresta amazônica , das quais 40 apresentam propriedades antifúngicas inéditas . O trabalho levou oito anos de expedições científicas e conta com participação de comunidades indígenas .
plantas	NOUN	0	30	12	0	A Universidade Federal do Amazonas catalogou mais de 300 novas espécies de plantas medicinais da floresta amazônica , das quais 40 apresentam propriedades antifúngicas inéditas . O trabalho levou oito anos de expedições científicas e conta com participação de comunidades indígenas .
medicinais	ADJ	1	30	13	0	A Universidade Federal do Amazonas catalogou mais de 300 novas espécies de plantas medicinais da floresta amazônica , das quais 40 apresentam propriedades antifúngicas inéditas . O trabalho levou oito anos de expedições científicas e conta com participação de comunidades indígenas .
da	ADP	0	30	14	0	A Universidade Federal do Amazonas catalogou mais de 300 novas espécies de plantas medicinais da floresta amazônica , das quais 40 apresentam propriedades antifúngicas inéditas . O trabalho levou oito anos de expedições científicas e conta com participação de comunidades indígenas .
floresta	NOUN	0	30	15	0	A Universidade Federal do Amazonas catalogou mais de 300 novas espécies de plantas medicinais da floresta amazônica , das quais 40 apresentam propriedades antifúngicas inéditas . O trabalho levou oito anos de expedições científicas e conta com participação de comunidades indígenas .
amazônica	ADJ	1	30	16	0	A Universidade Federal do Amazonas catalogou mais de 300 novas espécies de plantas medicinais da floresta amazônica , das quais 40 apresentam propriedades antifúngicas inéditas . O trabalho levou oito anos de expedições científicas e conta com participação de comunidades indígenas .
,	PUNCT	0	30	17	0	A Universidade Federal do Amazonas catalogou mais de 300 novas espécies de plantas medicinais da floresta amazônica , das quais 40 apresentam propriedades antifúngicas inéditas . O trabalho levou oito anos de expedições científicas e conta com participação de comunidades indígenas .
das	ADP	0	30	18	0	A Universidade Federal do Amazonas catalogou mais de 300 novas espécies de plantas medicinais da floresta amazônica , das quais 40 apresentam propriedades antifúngicas inéditas . O trabalho levou oito anos de expedições científicas e conta com participação de comunidades indígenas .
